3000,d756e19af3303ea489eb5a8c5a44ac10a38317fc7ee85ec599bf158232601aa8,04f586957689dd425776cb9dabf6c8fa5b311a175ede33e1e85b54c931b6d8fb14f8085a1b095e6886a25bbe346da08eb05e605f100e67272da7dac4d4c43d60bc
3001,699a1202ba925fc647aaa21cf0a0d61e6dc1b5c5bc724d1f301dc78deba0ae0f,04ddb66f61a02eb345d2c8da36fa269d8753c3a01863d28565f1c2cf4d4af8636fdd223365fd54c0040cb6401cfef4b1f2e3554ae9cc5de7a0fb9785a38aa724e8
3002,157938f922fa2b56d96c11b26b548583ee4ee15694f36d7c368a67833cd6e6d3,04bfde01a8a6973c4ece805f9a46f83d076a00e310e37351b50ee9a619838ce19e6dca73814b3557845140d0e97850487277b5a7ba87f26bd0cf9d943ce7623b9b
3003,28657eace760ef1fa252617fe7f1c42701b52882b68844a8e63b41fbac2be300,040fb119adeaefa120c2cda25713da2523e36ebd0e0d5859bef2d96139583362d9f8420667557134c148405b5776102c633dfc3401a720eb5cdba05191fa371b7b
3004,d03e5191333fe476a8d18b141093bde4bbc618763836c3cd9d9b2bb07c30f900,046fbf49bb8134c53d50595895283d4ce3b09473561219c6869ee2300af5481553e43d84d49837bd5a73fe6a3ab9337ef68532e1bf14ef83fb2d42eaa55c237680
3005,f06ee20281b6af4166283731891701579b0bb9c3864c03b4d0947f048562e530,04471e6c2ec29e66b89e816217d6f172959b60a2f13071cfeb698fdaed2e23e23b7693ed687088a736b8912f5cc81f3af46e6c486f64165e6818da2da713407f92
3006,2a5425b6f3e36a88ee05bea41e44f54c80ae31eb63d229c34bcc83d0b524a701,0482c4b01761ab85fcabebbb1021e032ac58c62d184a80a588e7ba6d01928cb0402bb174b6e7e9ce7528630bc9963bf7643320365ab88ee6500ad3eb2f91e0efcd
3007,ffbb2849f0936024b22ff3459afcc052cba900d08be70af04f5ef0be2639101a,04665d86db1e1be975cca04ca255d11da51928b1d5c4e18d5f3163dbc62d6a5536fa4939ced9ae9faf9e1624db5c9f4d9d64da3a9af93b9896d3ea0c52b41c296d
3008,b8cd965482d2c15b8c383a589267498be98c2880618ec168424efd4337fc9aee,0446a08e02df8950c6c5d1a1199747efab9fb5aadcdd79a95139f35bfbcf31f9ef8b116bad1012984521b6e7f07d1d8c67894d7d52880f894c93ff9c0aff439eb4
3009,c9d47c758d5702babfd501389c485a4acb369b7d2f0750d25e74241fdf52bdfa,04cc4b7eec3629b6221be080110cc17decd6c0f9305ced1e587941f1fe5301ba4a5b3194b6db4e297580ec82cf8d5664a6057bf42873910664f259e0aede5731dc
3010,c69244fcfd15f4725b6acb203e37be74ff354612a60673c4d7345a5ca4d94057,0401d8c7ca7cb14196be6e39f9b14845b5e6144373d5721c05b1b269955d3861a7ecaa31ebff836770574c82497f00811f9d903f89e231bf61ca1bd961541db527
